Cause,Code (Data6),Sex,Year,DALY,Mental_health_legislation,Mental_health_policy,GDP_per_Capita,Mental_health_professional,WHO_Support per 100k,Health expenditure per capita.Value
Eating disorders,AZE,Female,2011,2712.74395,No data,No data,7189.818692,No data,0,183
Eating disorders,BHS,Female,2011,205.5045381,No data,No data,26644.92658,No data,0,1418.508545
Eating disorders,BHR,Female,2011,499.0043147,No data,No data,23741.55746,No data,0,917.6530151
Eating disorders,BOL,Female,2011,4787.45747,No data,No data,2304.982462,No data,0,119.2386169
Eating disorders,BIH,Female,2011,804.2835759,No data,No data,4980.904688,No data,0,457
Eating disorders,BWA,Female,2011,693.0179725,No data,No data,7080.778643,No data,0,415.5810852
Eating disorders,BRA,Female,2011,78665.14758,No data,No data,13200.55623,No data,0,1028.084717
Eating disorders,BRN,Female,2011,356.9654993,No data,No data,46139.10758,No data,0,860.0778198
Eating disorders,CAN,Female,2011,20198.22104,No data,No data,52223.69611,No data,0,5423.059082
Eating disorders,CAF,Female,2011,607.4238993,No data,No data,515.2095035,No data,0,18.9371357
Eating disorders,TCD,Female,2011,1790.680719,No data,No data,988.19416,No data,0,38.68487549
Eating disorders,MWI,Female,2011,2008.875365,No data,No data,769.0525992,No data,0,39.60096741
Eating disorders,MYS,Female,2011,7987.667698,No data,No data,10209.37194,No data,0,343.198761
Eating disorders,MDV,Female,2011,91.33203587,No data,No data,7409.331903,No data,0,587
Eating disorders,MLI,Female,2011,2414.413238,No data,No data,810.182556,No data,0,32.52751923
Eating disorders,MLT,Female,2011,267.9527653,No data,No data,23155.10353,No data,0,1960
Eating disorders,MHL,Female,2011,9.093792011,No data,No data,3238.887316,No data,0,424.9150696
Eating disorders,MRT,Female,2011,652.1549472,No data,No data,1919.452271,No data,0,47.4840889
Eating disorders,MUS,Female,2011,308.0146697,No data,No data,9197.042991,No data,0,385.7719116
Eating disorders,MEX,Female,2011,58701.0726,No data,No data,10766.60994,No data,0,570.7304688
Eating disorders,FSM,Female,2011,16.50701315,No data,No data,2885.441249,No data,0,377.4903565
